prno,hospitalname,address,city,state,zip,county,phone,hospitaltype,hospitalowner,emergencyservice,condition,mc,measurename,score,sample,stateavg
False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False
False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False
False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False
False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False
False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False
False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False
False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
